pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
295,User Centered Design Lead,Humanware,"Humanware is an innovative technology company focused on providing products to support the visually impaired and blind. Awarded a government grant to help Humanware develop a cross-company user centered design process. Mentored staff in applying user centered tools, developed research programs, interpreted data into design opportunities and desig... See more",00,2006,00,2008,"Christchurch, New Zealand"
295,Founder,Zanzara,"Zanzara was a user centered design consultancy that harnessed user insights into successful design solutions. Our services included design strategy, interaction design and user research. Many projects involved developing an interface for emerging technologies. Some projects included GPS devices, hand-held medical devices, mobile applications and web ap... See more",00,1997,00,2008,"Palo Alto-Seattle-Christchurch, New Zealand"
295,User Centered Design Lead,FlashPoint Technology,"FlashPoint Technology was a company spun out of Apple to create the first consumer digital camera operating system. Interfaced with executives and developers to create business and design requirements. Developed user research plans, designed UI architecture and interactions, and managed usability, graphic and sound design efforts. Worked with... See more",00,1995,00,1997,"Cupertino, CA"
295,User Centered Design Consulting,Amanda Ropa Design,"Consulted on various projects from database systems to multimedia educational programs to first web portals. Clients included Sun Microsystems, Apple, Broderbund Software, and Netscape.",00,1992,00,1995,"Palo Alto, CA"
295,Design Team Leader,Edutopia - The George Lucas Educational Foundation,"Led an interdisciplinary team of writers, graphic designers, videographers, and developers, Converged our team's many talents to produce a multimedia game that teaches about the Civil War through interesting uses of technology, drama and storytelling. This was the project George Lucas showcased to evangelize the use of multimedia in education.",00,1991,00,1992,"San Rafael, CA"
295,Interaction Design Intern,Apple,"As part of the Human Interface Group within the Advanced Technology Division, I collaborated with industrial designers, visual designers and user researchers on developing interfaces for emerging technologies. Some of these technologies (which are ubiquitous today!) include digital cameras, touch screens, speech recognition, and collaborative work tools.",00,1990,00,1991,"Cupertino, CA"
295,User Research Intern,IBM,"Almaden Research Center
During graduate school, worked part time to implement user studies and perform heuristic evaluations on products including a graphical debugger, and work flow tools.",00,1989,00,1990,"San Jose, CA"
297,"Senior Manager, Documentation & User Assistance",Salesforce,,04,2018,13,9999,San Francisco
297,"Manager, Documentation & User Assistance | Salesforce",Salesforce,I manage a top-notch team of passionate writers who focus on enabling members of the Salesforce ecosystem to use our product effectively and efficiently.,05,2016,13,9999,San Francisco
297,Lead Technical Writer | Salesforce,Salesforce,Created Trailhead modules to assist our amazing ISV partners how to create and market apps build on the Salesforce platform successfully.,10,2015,04,2016,San Francisco
297,Senior Curriculum Developer | Salesforce,Salesforce,"Worked with an incredible team of curriculum developers and certification experts to provide learners the skills and knowledge they need to get the most out of their Salesforce products. My focus was on developer courseware for integrations, application lifecycle management, and programmatic development on the platform.",04,2015,10,2015,San Francisco
297,"Manager, Curriculum Development | Salesforce",Salesforce,Managed a team amazing curriculum developers to develop instructor-led and eLearning training. Also maintained and built vendor relations to support the demands of the fast-growing Salesforce ecosystem.,07,2014,03,2015,San Francisco
297,Senior Curriculum Developer,Salesforce,"Worked with an incredible team of curriculum developers and certification experts to provide learners the skills and knowledge they need to get the most out of their Salesforce products. My focus was on developer courseware for integrations, application lifecycle management, and programmatic development on the platform.",12,2010,07,2014,
297,Solutions Architect,MyBuys,Identify areas for improvement leading to better quality implementations and improved implementation time,10,2007,05,2010,
297,"Technical Writer, Professional Services (Consultant)",MyBuys,Writing documention to implement MyBuys service. Performing and managing customer implementations.,06,2007,10,2007,
297,Programmer,Kagi,"Java programming using technolgies such as XML, XSL, MySql, Ant, and Axis. Writing specifications for out sourcing of programs.",10,2005,04,2007,
297,Senior QA Engineer,Epiphany,"* Contribute to design of existing systems
* Develop and execute testplans involving customization of software. Includes work in Java and Struts
* Mentor to other members of QA team",08,2004,10,2005,
297,Programmer,Learningsite,"Database-backed website development. Upgrading to Struts 1.1 technology. Using JSP, Java, JUnit, Ant.",02,2004,06,2004,
297,"Project Manager, Interface Design Consultant, Financial Analyst (all contracting)",Signature Theatres," Provided short-term Project Management to ""save"" a software development project. Included mediation, development and management planning, coordination of outside consultant technical analysis
 Reviewed and updated specifications for a point-of-sale system. Included workin... See more",06,2003,01,2004,
297,"Quality Assurance, Developer (all contracting)",Moai Technologies," Participated in HTML, Javascript, and Java coding for customer-specific customizations of a J2EE-based product
 Performed quality assurance and testing of a J2EE-based web application. Included regression testing, verification fixes, new features, overall release testing, and cust... See more",03,2003,01,2004,
297,Technical Trainer/Curriculum Developer/Technical Writer,Moai Technologies," Coordinated training within Professional Services department. Managed personnel resources; Assumed role for all previous members of training including training manager and curriculum developer
 Learned and expanded knowledge in Java, XML, HTML, JavaBeans, JSP, and SQ... See more",07,2000,10,2001,
297,Assistant Professor of Computer Science and Mathematics,Holy Names College," Courses taught include: Introduction to Computer Science I and II with Java (Languages: Java, C, Pascal, and Basic), Computer Applications, Data Structures using Pascal, Programming Languages
 Technical writing and curriculum development included: Introduction to Comput... See more",01,1994,06,2000,
297,Lecturer in Computer Science,Mills College,,00,1983,00,1990,
299,Frontend Engineer,NOBLR,,08,2018,13,9999,San Francisco Bay Area
299,Frontend Engineer,Symphony Commerce,,08,2015,08,2018,San Francisco Bay Area
299,Web Developer & Content Manager,Hoodslam,"Manage the company's social media presence, redesigned and built new website on Wordpress, design fliers & logos, manage the online fan club",05,2012,08,2016,Oakland
